Name	IUPAC	SMILES
G_42647	NA	COc1ccc(cc1)C(=O)c1sc2nc(ccc2c1N)-c1ccc(OC)cc1
G_7408	NA	[O-][N+](=O)c1cc(\C=C\C(=O)Nc2ccc(cc2)N2CCCC2)ccc1Cl
G_5376	NA	Cc1cc(N=NCc2ccc(O)c(C)c2O)nc(n1)-c1ccccc1O
G_17805	NA	Cc1[nH]n(-c2ncc(s2)-c2ccccc2)c(=O)c1C(C(C#N)C#N)c1ccc(Cl)cc1
G_5706	NA	Oc1ccc(cc1C=Nc1ccc(cc1)N1CCOCC1)N=Nc1cccc(Cl)c1
G_15905	NA	Brc1ccc(s1)C1Nc2cccc3cccc(N1)c23
G_6098	NA	COc1ccc(\C=C2\N(C(=O)c3ccc(C)cc3)C(=S)NC2=O)cc1
G_10621	NA	OC(=O)C1Nc2c(cccc2C(O)=O)C2C(Cl)C(CC12)Sc1ccccc1[N+]([O-])=O
G_8006	NA	COc1c[c-](C=[NH+]NC(=O)C(Cc2c[nH]c3ccccc23)NC(=O)OCc2ccccc2)cc([N+]([O-])=O)c1=O
G_5208	NA	COc1nc(N=NCc2ccc(o2)-c2cccc(c2)[N+]([O-])=O)nc(n1)N1CCOCC1
G_17778	NA	Cc1[nH]n(-c2ncc(s2)-c2ccccc2)c(=O)c1C(C(C#N)C#N)c1ccc(Br)cc1
G_13860	NA	Cc1[nH]n(-c2ncc(s2)-c2ccc(Cl)cc2)c(=O)c1C(C(C#N)C#N)c1ccc(Cl)cc1
G_7204	NA	Cc1ccc2nc([nH]c2c1)C(=Cc1ccc(o1)-c1cccc(c1)[N+]([O-])=O)C#N
G_31162	NA	Clc1ccc(CN=Nc2cnn(-c3ccccc3)c(=O)c2Cl)cc1
G_21139	NA	COc1cc(C=C2SC(S)=NC2=O)ccc1OS(=O)(=O)c1ccc(C)cc1
G_16153	NA	COc1ccc(NC(=O)CSc2ncnc3c4ccccc4sc23)c(OC)c1
G_42778	NA	COc1cccc(c1)C(=O)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1
G_42773	NA	O=C(Cc1cccs1)NN=C\C=C/c1ccco1
G_6434	NA	SC1=NC(=O)C(S1)=Cc1ccc(SCc2ccco2)o1
G_42775	NA	CC(C=NNC(=O)c1cc(n[nH]1)-c1ccc2ccccc2c1)=Cc1ccco1
G_20635	NA	Cc1ccc(NC(=O)c2cc(ccc2Cl)N2C(=O)C=CC2=O)cc1C
G_7652	NA	CC(C)c1ccc(cc1)S(=O)(=O)N=C1C=C(Sc2nnc[nH]2)C(=O)c2ccccc12
G_3326	NA	COC(=O)c1ccc2O\C(=C/c3ccc(O)cc3)C(=O)c2c1
G_6806	NA	CS(=O)(=O)C1=NSC2=NC(=O)\C(=C/c3cccn3-c3ccc(Cl)cc3)C(=N)N12
G_7654	NA	Cc1cc(C)c(cc1C)S(=O)(=O)N=C1C=C(Sc2nnc[nH]2)C(=O)c2ccccc12
G_21140	NA	COc1cc(C=C2SC(S)=NC2=O)ccc1OS(=O)(=O)c1ccccc1
G_9700	NA	COc1ccc(cc1)N1CCC(CNC(=S)Nc2cccc(OC)c2)C1
G_37069	NA	CCc1nnc(NS(=O)(=O)c2ccc(NC(=O)c3cc4cccc(CC=C)c4oc3=O)cc2)s1
G_6016	NA	CCCCN1C(=S)NC(=O)\C(=C/C=C/c2ccco2)C1=O
G_25764	NA	Cc1cc([N+]([O-])=O)c(=O)[c-](\C=[NH+]\n2c(COc3ccccc3)nc3ccccc3c2=O)c1
G_17078	NA	Cc1cccc2cc(C=NNC(=O)c3ccccc3O)c(Cl)nc12
G_5972	NA	Cc1ccc(C=C2C(=O)NC(=S)N(C2=O)c2ccccc2F)s1
G_25620	NA	CN(C)S(=O)(=O)c1cccc(c1)-c1nn(cc1C=C1SC(S)=NC1=O)-c1ccccc1
G_18284	NA	CCOC(=O)c1c(NC(=O)C(=C\c2ccc(O)c(OC)c2)\C#N)scc1-c1ccc(C)cc1
G_9559	NA	Clc1cccc(NC(=O)Nc2nnc(s2)-c2ccncc2)c1
G_28968	NA	CC(C)c1nc2sc3c([nH]c(=S)[nH]c3=O)c2c2CCCc12
G_6015	NA	CCC(C)N1C(=S)NC(=O)\C(=C/c2ccc3N(CCCCl)CCc3c2)C1=O
G_6123	NA	ClCCCN1CCc2cc(\C=C3/C(=O)NC(=S)N(C4CC4)C3=O)ccc12
G_6473	NA	Cc1ccc(NC2=NC(=O)C(S2)=CC=Cc2ccco2)cc1
G_14844	NA	Cc1ccc(NC2=NC(=O)C(S2)=CC=Cc2ccco2)cc1C
G_6294	NA	O=C1N=C(Nc2ccccc2)SC1=CC=Cc1ccco1
G_4600	NA	Oc1ccc(C=NNC(=O)C(=O)CC2=NC3(CCCC3)Cc3ccccc23)cc1O
G_7550	NA	Clc1ccccc1-c1ccc(\C=C(/C#N)C(=O)Nc2nc3ccccc3s2)o1
G_5856	NA	O=C(CSc1nnc(SCc2ccccc2)s1)NN=C\C=C\c1ccco1
G_5835	NA	Cc1cc2ncn(\N=C\c3ccc(s3)[N+]([O-])=O)c2cc1C
G_42850	NA	CC(=O)Nc1sc(N=NCc2ccco2)nc1-c1cccs1
G_13971	NA	COc1ccc(NC(=O)Cc2c(SC)c3ccccc3n2Cc2ccccc2)cc1
G_43094	NA	CCN1C(=O)C(C)SC1=NS(=O)(=O)c1ccc(F)cc1
G_18406	NA	Cc1cc(C)c(cc1C)S(=O)(=O)Nc1cc(SCC(O)=O)c(O)c2ccccc12
G_17834	NA	CC1CCc2c(C1)sc(Nc1nc3c(F)cccc3s1)c2C(N)=O
G_18211	NA	COc1ccc2nc(Nc3sc4CCCCc4c3C(N)=O)sc2c1
G_6404	NA	Cc1ccc(NC2=NC(=O)SC2=Cc2ccco2)cc1
G_17833	NA	NC(=O)c1c(Nc2nc3c(F)cccc3s2)sc2CCCCc12
G_42061	NA	CCc1cc(C(N2CCOCC2)c2ccc(OC)c(OC)c2)c(NC(=O)c2ccccc2)s1
G_18209	NA	COC(=O)c1ccc2nc(Nc3nc4ccc(F)cc4s3)sc2c1
G_14587	NA	Cc1csc(NC(=O)c2cc(nc3ccccc23)-c2ccco2)n1
G_7271	NA	[O-][N+](=O)c1ccccc1-c1ccc(\C=C(/C#N)C(=O)Nc2nc(cs2)-c2cccs2)o1
G_42053	NA	O=C(Nc1ccc2nc3ccccc3nc2c1)c1ccccc1
G_26716	NA	[O-][N+](=O)c1cccc(c1)S(=O)(=O)Nc1nc2ccccc2nc1Nc1cccc(c1)S(=O)(=O)N1CCCCC1
G_7185	NA	CCC1CSC(Nc2ccc(cc2)C(=O)C=Cc2cccc(C)c2)=N1
G_19491	NA	Cc1ccc(NC(=S)NNc2ccc(cc2S(=O)(=O)Nc2ccccc2C(O)=O)[N+]([O-])=O)cc1C
G_7181	NA	Cc1cccc(C=CC(=O)c2ccc(cc2)N=C2NCCCS2)c1
G_8940	NA	CN(C)c1ccc(CC(=O)c2nc3ccccc3s2)cc1
G_41965	NA	Cc1cccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1
G_41964	NA	CC(=O)NC1=C(NC2CCS(=O)(=O)C2)C(=O)c2ccccc2C1=O
G_41963	NA	Cc1ccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)cc1Cl
G_30115	NA	CC(C)(C)C1CCc2c(C1)scc2C(=O)NNC(=O)CCC(O)=O
G_761	NA	Cc1cc(N=Cc2c(O)ccc3cc(Br)ccc23)no1
G_25043	NA	COc1ccccc1\C=C1\SC(=O)N(CCC(=O)Nc2ccc(cc2)S(=O)(=O)Nc2nccs2)C1=O
G_6135	NA	OC1=NC(=S)C(S1)=Cc1ccc(o1)-c1ccccc1Cl
G_41996	NA	Oc1ccc(cc1)N1CCN(CC(=O)Nc2cc(ccc2Cl)[N+]([O-])=O)CC1
G_16099	NA	[O-][N+](=O)c1cc(\C=N\NC(=O)Cn2c3ccccc3c(=O)c3ccccc23)ccc1N1CCCC1
G_6419	NA	CCOc1ccc2nc(sc2c1)N1C(=S)NC(=Cc2ccc(Cl)cc2)C1=O
G_33518	NA	CCOC(=O)c1c(C)c(sc1NC(=O)c1cc(on1)-c1ccc(O)cc1)C(C)=O
G_42851	NA	Fc1ccc(cc1)C(=O)Nc1ccc2c(C#N)c3nc4ccccc4nc3n2c1
G_16978	NA	CN1\C(S\C(=C/c2ccc(o2)-c2ccccc2[N+]([O-])=O)C1=O)=N/c1ccc(Cl)c(c1)C(O)=O
G_42774	NA	O=C(NN=CC=Cc1ccco1)c1cc(n[nH]1)-c1ccc2ccccc2c1
G_17958	NA	Cc1ccc(\C=C2\NC(=O)N(CC(=O)Nc3cccc(C)c3)C2=O)o1
G_10013	NA	[O-][N+](=O)c1ccc(cc1)-c1cn(-c2ccc(Cl)cc2)c(=S)[nH]1
G_6420	NA	COc1ccc2nc(sc2c1)N1C(=S)NC(=Cc2ccc(Cl)cc2)C1=O
G_6124	NA	CCN1C(=S)NC(=O)\C(=C/c2ccc3N(CCCCl)CCc3c2)C1=O
G_10064	NA	Cc1cc(C(=O)N\[NH+]=C\[c-]2ccc(=O)c(c2)[N+]([O-])=O)c(C)n1-c1ccc(F)cc1
G_5979	NA	[O-]c1[nH]c(=O)n(Cc2ccco2)c(=O)c1[CH+]c1ccc(o1)-c1cccc(c1)[N+]([O-])=O
G_17717	NA	Cc1ccc(NC(=O)CN2C(=O)\C(=C3/SC(=S)N(C4CCS(=O)(=O)C4)C3=O)c3ccccc23)cc1
G_19258	NA	COc1ccc(\C=C2\C(=O)NC(=S)N(C3CC3)C2=O)cc1CN1C(=O)c2ccccc2C1=O
G_43276	NA	[O-]c1ccc(cc1[N+]([O-])=O)S(=O)(=O)c1ccc([O-])c(c1)[N+]([O-])=O
G_4927	NA	Fc1ccc2nc(Nc3nc4c(F)cc(F)cc4s3)sc2c1
G_4928	NA	Fc1cc(F)c2nc(Nc3nc4cc5OCOc5cc4s3)sc2c1
G_25350	NA	Fc1ccc2nc(Nc3nc(cs3)-c3cc4ccccc4oc3=O)sc2c1
G_11830	NA	Nc1c(O)ccc2C(=O)c3ccccc3C(=O)c12
G_43273	NA	COc1cccc2sc(Nc3nc4ccc(NC(C)=O)cc4s3)nc12
G_43274	NA	Fc1ccc2nc(Nc3nc4cc5OCOc5cc4s3)sc2c1
G_25351	NA	COc1ccc2nc(Nc3nc(cs3)-c3cc4ccccc4oc3=O)sc2c1
G_17722	NA	COC(=O)c1ccc2nc(Nc3nc4c(F)cc(F)cc4s3)sc2c1
G_10018	NA	[O-][N+](=O)c1sccc1SCC(=O)N1CCN(CC1)c1ccc(Cl)cc1
G_17718	NA	O=C(CN1C(=O)\C(=C2/SC(=S)N(C3CCS(=O)(=O)C3)C2=O)c2ccccc12)Nc1ccccc1
G_11531	NA	[O-][N+](=O)c1ccc(NC(=O)Nc2nc(cs2)-c2ccc(Cl)s2)cc1
G_14065	NA	COc1ccc(CCNC(=O)COC(=O)Cc2cccc3ccccc23)cc1
G_24346	NA	Nc1c(sc2nc(ccc12)-c1cccnc1)C(=O)Nc1cccc(Cl)c1Cl
G_42034	NA	CCN(CC)S(=O)(=O)c1ccc(N2CCOCC2)c(NC(=O)c2c3CCCc3nc3ccccc23)c1
G_19247	NA	OC(=O)c1ccccc1-c1ccc(C=NNC(=O)c2cccs2)o1
G_41862	NA	CN(C)c1ccc(cc1)C(CNC(=O)c1ccc(F)cc1)c1c[nH]c2ccccc12
G_14005	NA	O=C(COC(=O)Cn1cnc2ccccc12)Nc1ccc2C(=O)c3ccccc3C(=O)c2c1
G_35435	NA	O=c1cc(N=Cc2coc3c4ccccc4ccc3c2=O)[nH]c(=S)[nH]1
G_31313	NA	CN(C)c1ccc(cc1)C(CNC(=O)c1ccc(cc1)C#N)c1c[nH]c2ccccc12
G_5752	NA	Cc1cc(\C=C2\C(=O)NN(C2=O)c2ccccc2)c(C)n1-c1cccc(O)c1
G_41865	NA	CCN(C(C)C)c1ccc(NC(=O)CCNC(=O)c2ccco2)cc1
G_30748	NA	CN(C)c1ccc(C=NN(Cc2ccccc2)c2ccccc2)cc1
G_10379	NA	CC(C)c1ccc(Nc2nnc(SCC(=O)c3nnc(o3)-c3ccccc3)s2)cc1
G_18445	NA	Cc1cc(C(=O)Cn2ncc(Cl)c(Cl)c2=O)c(C)n1CC=C
G_42929	NA	CN(C)c1ccc(NC(=O)CCCOc2cccc(C)c2)cc1
G_41943	NA	[O-][n+]1ccccc1SCC(=O)Nc1cc2C(=O)c3ccccc3C(=O)c2cc1Cl
G_10150	NA	COc1ccc(cc1)N1CCN(CC1)C(=O)c1ccc(CSc2ccccc2)cc1
G_42926	NA	O=C(Nc1ccc(cc1)N1CCCC1)c1ccc2ccccc2c1
G_41941	NA	Nc1c(sc2nc3\C(CCc3c(-c3ccco3)c12)=C\c1ccco1)C(=O)NCC1CCCO1
G_30984	NA	CNc1ccc(Br)cc(C(=O)\C=C\c2ccc(OC)cc2OC)c1=O
G_20313	NA	CSc1cnn(Cc2ccccc2)c(=O)c1SCc1ccccc1
G_15424	NA	COc1cnn(-c2ccc(Br)cc2)c(=O)c1SCc1ccccc1
G_43180	NA	CC(N1CCN(CC1)c1ccc(O)cc1)C(=O)Nc1cc(ccc1Cl)[N+]([O-])=O
G_41942	NA	Nc1c(sc2nc3\C(CCc3c(-c3ccco3)c12)=C/c1ccco1)C(=O)NC1CC1
G_9638	NA	Cc1ccc(NS(=O)(=O)c2cc(ccc2NNC(=S)Nc2cccc(Cl)c2)[N+]([O-])=O)c(C)c1
G_3695	NA	Clc1cccc(c1)N=NCc1ccc(s1)N1CCOCC1
G_30989	NA	CCNc1ccc(Br)cc(C(=O)\C=C\c2ccc(OCC)cc2)c1=O
G_12815	NA	CCN(N=Cc1ccc(cc1)N(C)C)c1nc2ccccc2[nH]1
G_43153	NA	Cc1cccc(c1)C(=O)NC(=S)NNC(=O)c1ccc(Cl)cc1
G_17180	NA	CN(C)c1ccc(Nc2nc(N)c(c(n2)N2CCOCC2)[N+]([O-])=O)cc1
G_21239	NA	CC1CCc2c(C1)sc(NC(=O)COC(=O)c1cc(C)nc3ccccc13)c2C#N
G_29780	NA	CC(C)c1ccc(C)cc1OCc1ccc(cc1)C(=O)NN=Cc1ccc(O)cc1O
G_5345	NA	CN=c1scc(-c2cccs2)n1N=Cc1ccc(O)c(O)c1O
G_34279	NA	Cc1c(Cl)cnc(NC(=O)COC(=O)c2ccc(s2)[N+]([O-])=O)c1Cl
G_20499	NA	Cc1nc2ccc(NC(=O)c3cc(cc(c3Cl)[N+]([O-])=O)[N+]([O-])=O)cc2s1
G_1072	NA	O=C1Nc2ccccc2\C1=C(\C#N)c1nc2ccccc2s1
G_8544	NA	[O-][N+](=O)c1ccccc1NC(=O)COC(=O)c1ccc2C(=O)N(Cc3ccncc3)C(=O)c2c1
G_19862	NA	CCCCCn1c(N)c(-c2nc3ccccc3o2)c2c(nn(CC)c(=O)c12)[N+]([O-])=O
G_41934	NA	CCN(CC)c1nc2nc(C)[nH]c3nc4N(C(=O)Cc4c(c1C#N)c23)c1ccc(Cl)cc1
G_2544	NA	CC(C)[C@H](NC(=O)Cc1ccccc1)C(=O)OCc1cc(=O)n2c(n1)sc1ccccc21
G_32326	NA	C(NC1=NN=C(CS1)c1cc2ccccc2o1)c1ccccc1
G_7182	NA	O=C(C=Cc1ccccc1)c1ccc(cc1)N=C1NCCCS1
G_22531	NA	CC(OC(=O)c1cccc(c1)N1C(=O)c2ccccc2C1=O)C(=O)Nc1ccc(cc1)N(C)C
G_42006	NA	Cc1nn(Cc2ccc(F)cc2)c2sc(cc12)C(=O)Nc1ccc(cc1N1CCOCC1)N1CCOCC1
G_20351	NA	CN(C)c1ccc(cc1)C(CNC(=O)c1ccccc1Br)c1c[nH]c2ccccc12
G_15222	NA	COc1ccc(NC(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1S(=O)(=O)N1CCOCC1
G_6889	NA	Cc1ccccc1CN=Nc1ccnc2cc(Cl)ccc12
G_41864	NA	CCN(CC)c1ccc(NC(=O)CCNC(=O)c2ccco2)cc1
G_22629	NA	CCN(C(C)C)c1ccc(NC(=O)COC(=O)CCc2nc3ccccc3n2-c2ccccc2)cc1
G_41945	NA	CC(C)Nc1nnc(SCC(=O)Nc2ccc3C(=O)c4ccccc4C(=O)c3c2)s1
G_19872	NA	CCCCn1c(N)c(-c2nc3ccccc3o2)c2c(nn(C)c(=O)c12)[N+]([O-])=O
G_20857	NA	CCc1cc(C(=O)N\[NH+]=C2/C(=O)[N-]c3ccc(cc23)[N+]([O-])=O)c2ccccc2n1
G_41978	NA	CCOC(=O)c1sc2nc3c(SCC(O)=O)cc(cn3c(=O)c2c1C)C(=O)c1cc(F)ccc1O
G_18661	NA	COc1ccc(cc1)C1=NN(C(C1)c1ccco1)c1nc(c(CC(O)=O)s1)-c1ccccc1
G_5635	NA	Cc1ccc(c(C)c1)-n1c(=O)[c-](C[NH+]=Nc2ccc(cc2[N+]([O-])=O)S(=O)(=O)N2CCOCC2)c2ccccc2c1=O
G_42046	NA	O=C(Nc1cccc(c1)S(=O)(=O)N1CCOCC1)c1c2CCCc2nc2ccccc12
G_13915	NA	Oc1ccc(cc1NC(=O)CSc1nc2ccccc2s1)S(=O)(=O)N1CCOCC1
G_20450	NA	OC(=O)c1cc(ccc1Cl)N=NCc1ccc(s1)N1CCOCC1
G_7515	NA	CN(c1ccccc1)c1ccc(\C=C(/CCC(O)=O)c2nc3ccccc3s2)cc1[N+]([O-])=O
G_26279	NA	CN(C)c1ccc(NS(=O)(=O)c2cccc(Cl)c2)cc1
G_20553	NA	CN(C)c1ccc(NC(=O)c2ccc(cc2Cl)[N+]([O-])=O)cc1
G_43161	NA	COc1ccccc1C1C2=C(N=c3sc(=Cc4cccc(OCC(O)=O)c4)c(=O)n13)c1ccccc1CC2
G_43139	NA	CN(C)c1ccc(NC(=O)Cn2nc(C)c(c2C)[N+]([O-])=O)cc1
G_30528	NA	COc1cccc(NS(=O)(=O)c2ccc3NC(C4CC=CC4c3c2)c2ccc(cc2)C(O)=O)c1
G_43120	NA	Cc1sccc1C=NNC(=O)c1cccc2ccccc12
G_35742	NA	Cc1ccc(o1)-c1cc(C(O)=O)c2cc(Br)ccc2n1
G_19819	NA	CCOC(=O)c1c(NC(C)=O)sc2c(O)c(Br)cc(Br)c12
G_30988	NA	CCNc1ccc(Br)cc(C(=O)\C=C\c2ccc(Cl)cc2)c1=O
G_25128	NA	COc1cc(CN=Nc2cccc(c2)C(O)=O)c(Br)c(Br)c1OCC=C
G_17155	NA	CN(C)c1ccc(NC(=O)c2cccc(n2)C(=O)Nc2ccc(cc2)N(C)C)cc1
G_15521	NA	CCn1nc(C)c(C=NNC(=O)Cc2ccc(Cl)cc2)c1C
G_29594	NA	CCOC(=O)N1CCN(Cc2c(O)c3ccccc3c3oc(C)c(C(=O)OCC)c23)CC1
G_15965	NA	COC(=O)c1cc(nc2ccccc12)-c1ccc(C)o1
G_5256	NA	Cc1cccc(c1)-c1nc(Nc2ccc(cc2)N2CCOCC2)c2ccccc2n1
G_22842	NA	CCC(C)NCCCOc1c(C)cc(C)cc1Br
G_7583	NA	CN(C)c1ccc(NC(=O)\C=C\c2ccc(C)o2)cc1
G_42915	NA	CCCCOC(=O)Nc1ccc(cc1)N(C)C
G_7439	NA	Cc1ccc(\C=C\C(=O)NCc2ccccn2)o1
G_18613	NA	OC(=O)COc1ccccc1C(Nc1ccccn1)c1cc(Cl)c2cccnc2c1O
G_42520	NA	COC(=O)[C@@]1(Cc2ccccc2)[C@@H]2[C@H](CN1C(=O)c1ccccc1)Cc1c2cc(C(=O)N2CCCC2)n1CCSCCO
G_22510	NA	Cc1ccc2=NC(=O)C(NNc3nc4ccccc4s3)=c2c1
G_18465	NA	Cc1ccc(C)n1-c1sccc1-c1cc2nc(C)cc(=O)n2[nH]1
G_29529	NA	CCOC(=O)c1ccc(NN=C2C(=O)NC(=O)C(C#N)=C2C)cc1
G_41861	NA	CC(=O)Nc1ccc(cc1)-c1csc(NC(=O)C2CN(C(=O)C2)c2ccc3OCCOc3c2)n1
G_11731	NA	Oc1ccc(C=NNC(=S)Nc2cccnc2)c(O)c1O
G_7273	NA	[O-][N+](=O)c1ccc(cc1)-c1ccc(\C=C(/C#N)C(=O)Nc2nc(cs2)-c2cccs2)o1
G_10999	NA	Clc1ccc(NC(=S)NNc2ccnc3cc(Cl)ccc23)c(Cl)c1
G_9118	NA	[O-][N+](=O)c1ccc(C=NNC(=S)Nc2ccc(Cl)cc2Cl)s1
G_5672	NA	NC(=S)n1[n-]c(c(N=[NH+]c2ccccc2[N+]([O-])=O)c1=O)-c1ccc(cc1)[N+]([O-])=O
G_7379	NA	COc1ccc(C=CC(=O)NC(=S)Nc2cc(ccc2O)[N+]([O-])=O)cc1OC
G_43037	NA	O=C(c1ccccc1)c1ccc2nc(-c3ccco3)c(nc2c1)-c1ccco1
G_7549	NA	Cc1n[nH]c(=S)n(NC(=O)C=CC(=O)Nn2c(=S)[nH]nc(C)c2=O)c1=O
G_6108	NA	COc1ccc(NC2=NC(=O)C(S2)=CC=Cc2ccco2)cc1
G_16759	NA	COc1cc(ccc1O)C1C2=C(Nc3[nH]c(N)nc(=O)c13)c1ccccc1C2=O
G_21192	NA	CC1CC1C(=O)OCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1
G_33519	NA	CCOC(=O)c1c(C)c(sc1NC(=O)NN=Cc1ccc(O)c(OC)c1)C(C)=O
G_5673	NA	NC(=S)n1[n-]c(c(N=[NH+]c2cccc(c2)[N+]([O-])=O)c1=O)-c1ccc(cc1)[N+]([O-])=O
G_30191	NA	OC(=O)c1ccc(cc1)N=NCc1ccc(OC(=O)c2cccc(Cl)c2)cc1
G_7225	NA	Cc1ccc(cc1)C(=O)N\C(=C\c1ccccc1)C(=O)OCC=C
G_41982	NA	Oc1ccc(C=NNC(=O)CCN2CCN(CC2)c2ccccc2)c(O)c1O
G_3787	NA	CC(C)CCOc1ccc(\C=C2/CCn3c2nc2cc(ccc2c3=O)C(O)=O)cc1
G_16394	NA	CNC(=S)Nc1sc2CCCc2c1C(=O)OC
G_25170	NA	COc1ccc(cc1NC(=S)NC(=O)c1ccc(o1)-c1ccc(Cl)cc1)C(O)=O
G_29449	NA	CN(C)c1ccc(NC(=O)COC(=O)c2ccc(COc3ccc4c(C)cc(=O)oc4c3)cc2)cc1
G_43326	NA	CCN(CC)c1ccc(NC(=O)c2ccc3n(C)c(C)c(C)c3c2)cc1
G_29669	NA	CCN(CC)c1ccc(C=NN2CCN(Cc3ccccc3)CC2)cc1
G_34140	NA	Cc1ccc(CNC(=O)c2ccc3c(c2)n2c([nH]c3=O)c(sc2=S)C(=O)NCC2CCCO2)cc1
G_870	NA	[O-][N+](=O)c1ccc2c(c1)[c-](N=[NH2+])c1cc(ccc21)[N+]([O-])=O
G_22349	NA	CCOc1ccc(cc1Cl)C(=O)Nc1cc(NC(=O)c2ccc(OCC)c(Cl)c2)cc(c1)C(O)=O
G_9517	NA	Cc1ccc(NC(=O)Nc2nnc(s2)-c2ccncc2)cc1C
G_26630	NA	Cc1[nH]n(C(N)=S)c(=O)c1N=Nc1ccc(O)cc1
G_5707	NA	NC(=S)n1[n-]c(c(N=[NH+]c2cccc(Cl)c2)c1=O)-c1ccc(cc1)[N+]([O-])=O
G_31355	NA	CCc1ccc(cc1)S(=O)(=O)N=C1C=CC(=O)c2ccccc12
G_30983	NA	CNc1ccc(Br)cc(C(=O)\C=C\c2ccc(Cl)cc2Cl)c1=O
G_5408	NA	Cc1ccc(cc1[NH+]=Nc1c([n-]n(C(N)=S)c1=O)-c1ccc(cc1)[N+]([O-])=O)[N+]([O-])=O
G_42922	NA	CC(=O)c1ccc(NC(=O)CC2Nc3cccc4cccc(NC2=O)c34)cc1
G_5342	NA	CN1C=C\C(=C/c2cc[n+](C)c3ccccc23)c2ccccc12
G_26467	NA	COc1cccc(c1)C(Nc1ccccn1)c1oc(CO)cc(=O)c1O
G_24983	NA	Oc1csc(=S)n1[NH+]=C[c-]1ccc(=O)c(c1)[N+]([O-])=O
G_5347	NA	Oc1c([O-])ccc(C[NH+]=Nc2ccc(cc2S(=O)(=O)N2CCOCC2)[N+]([O-])=O)c1O
G_18583	NA	COc1ccccc1NC(=O)C(=O)N\N=C\c1ccc(s1)[N+]([O-])=O
G_37025	NA	Oc1ccc(cc1O)C1Nc2ccc3ncccc3c2C2=C1C(=O)CCC2
G_6051	NA	Oc1ccc(\C=C2\SC(=O)NC2=O)c(O)c1
G_30739	NA	Cc1cc2nc([nH]c2cc1C)-c1ccc(SCc2ccc(cc2)C(O)=O)nc1
G_43074	NA	COc1cccc(c1)C(=O)Nc1cc(Cl)c(O)c(Cl)c1
G_30678	NA	OC(=O)c1ccc(NS(=O)(=O)c2cccc(c2)C(=O)Nc2sc3CCCCc3c2C#N)cc1
G_19072	NA	COc1ccc(cc1)\N=C1/S\C(=C/c2ccc(OC(C)C(O)=O)c(OC)c2)C(=O)N1CCc1c[nH]c2ccccc12
G_3322	NA	[O-][N+](=O)c1cccc(c1)-c1ccc(o1)C(=O)[C-](C#N)c1[nH+]c2ccccc2s1
G_18292	NA	CNc1ccc(Br)cc(C(=O)\C=C\c2cccc(Cl)c2Cl)c1=O
G_6295	NA	N=C1S\C(=C/c2ccco2)C(=O)N1c1ccc2OCOc2c1
G_6743	NA	CCc1n[nH]c(=S)n1[NH+]=C[c-]1cc(OC)cc([N+]([O-])=O)c1=O
G_29711	NA	O=C(NCC1CCCO1)c1ccc(Cn2c(=S)[nH]c3ccccc3c2=O)cc1
G_6299	NA	Oc1ccc(\C=C2/SC(=N)N(C2=O)c2ccc(F)cc2)cc1
G_19660	NA	O=C(CSc1nnc(-c2ccco2)c(n1)-c1ccco1)c1ccccc1
G_33483	NA	Oc1ccc(cc1)-n1cccc1C=C1C(=O)NC(=S)NC1=O
G_6598	NA	Oc1c(Br)cc(C=Nc2ccc3nc([nH]c3c2)-c2ccccc2)c(O)c1Br
G_25290	NA	Oc1ccc(Nc2nc(cs2)-c2cc3ccccc3oc2=O)cc1
G_19935	NA	Nc1ccc(Cc2ccc(N)c(O)c2)cc1O
G_26424	NA	CCc1c(C)nc2ccc(OC)cc2c1S
G_30162	NA	CC(N=Nc1ccc(cc1[N+]([O-])=O)S(N)(=O)=O)c1ccc2OCOc2c1
G_43243	NA	Oc1cccc(c1)N1C(=O)C2C3C(C2C1=O)C1C=CC3C2C1C(=O)N(C2=O)c1cccc(O)c1
G_5715	NA	NC(=S)n1[n-]c(c(N=[NH+]c2ccc(Cl)cc2)c1=O)-c1ccc(cc1)[N+]([O-])=O
G_29806	NA	OC(=O)CCCN1C(=S)S\C(=C/c2cn(nc2-c2cccs2)-c2ccccc2)C1=O
G_6588	NA	Nc1cc2OCOc2cc1[N+]([O-])=O
G_42001	NA	CC(N=Nc1cccc(c1)C(=O)NN=C(C)c1cc(O)ccc1O)c1cc(O)ccc1O
G_6948	NA	COc1cc(OC)c(OC)cc1CN=Nc1ncnc2c3cc(C)ccc3[nH]c12
G_28328	NA	S=c1[nH]nc(-c2cc([nH]n2)-c2ccccc2)n1N=Cc1c2ccccc2cc2ccccc12
G_31494	NA	Cc1cc(C)c2oc(cc(=O)c2c1)C(=O)Nc1ccc(cc1)S(=O)(=O)Nc1nccs1
G_29462	NA	Oc1ccc(C=NNC(=O)c2ccc(CN3C(=O)c4cccc5cccc3c45)cc2)c(O)c1
G_24350	NA	Nc1c(sc2nc(ccc12)-c1cccnc1)C(=O)Nc1ccccc1
G_15414	NA	[O-][N+](=O)c1ccc2s\c(=[NH+]\c3ccc(Br)cc3)[n-]c(=O)c2c1
